"V1" "V2" "V3" "V4" "V5" "V6"
29 " HS-grad" " Married-civ-spouse" " Black" " Male" 50
27 " 10th" " Separated" " White" " Male" 35
42 " HS-grad" " Never-married" " White" " Female" 65
49 " Bachelors" " Widowed" " White" " Female" 40
24 " Some-college" " Never-married" " White" " Male" 50
22 " HS-grad" " Never-married" " White" " Male" 20
30 " Bachelors" " Never-married" " White" " Male" 40
28 " Some-college" " Never-married" " White" " Male" 40
20 " Assoc-voc" " Never-married" " White" " Male" 40
45 " Prof-school" " Married-civ-spouse" " White" " Male" 43
39 " HS-grad" " Divorced" " White" " Female" 50
43 " Prof-school" " Never-married" " White" " Male" 66
18 " HS-grad" " Never-married" " White" " Female" 20
53 " HS-grad" " Married-civ-spouse" " White" " Male" 40
74 " Some-college" " Married-civ-spouse" " White" " Male" 20
39 " Bachelors" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 48
33 " 10th" " Never-married" " White" " Male" 40
49 " HS-grad" " Married-civ-spouse" " White" " Male" 42
21 " 10th" " Married-civ-spouse" " White" " Male" 35
65 " Some-college" " Married-civ-spouse" " White" " Male" 40
39 " HS-grad" " Never-married" " White" " Male" 50
49 " Assoc-voc" " Married-civ-spouse" " White" " Male" 25
20 " Some-college" " Never-married" " White" " Female" 40
47 " Bachelors" " Married-civ-spouse" " White" " Male" 44
46 " HS-grad" " Married-civ-spouse" " White" " Male" 40
29 " Assoc-voc" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 32
61 " HS-grad" " Widowed" " White" " Female" 16
48 " Some-college" " Divorced" " White" " Female" 38
44 " 9th" " Divorced" " White" " Male" 40
37 " Bachelors" " Married-civ-spouse" " White" " Male" 60
45 " Some-college" " Married-civ-spouse" " White" " Male" 50
51 " Bachelors" " Married-civ-spouse" " White" " Male" 45
33 " Bachelors" " Never-married" " White" " Female" 50
55 " Bachelors" " Married-civ-spouse" " White" " Female" 8
25 " Some-college" " Married-civ-spouse" " White" " Female" 60
26 " HS-grad" " Divorced" " Asian-Pac-Islander" " Male" 40
54 " HS-grad" " Married-civ-spouse" " White" " Male" 40
38 " HS-grad" " Never-married" " White" " Female" 33
39 " Masters" " Married-civ-spouse" " White" " Female" 20
20 " Some-college" " Never-married" " White" " Male" 40
30 " HS-grad" " Divorced" " White" " Female" 40
29 " HS-grad" " Divorced" " Other" " Male" 45
42 " HS-grad" " Divorced" " White" " Female" 40
24 " Assoc-acdm" " Never-married" " White" " Male" 40
36 " HS-grad" " Married-civ-spouse" " White" " Male" 50
60 " Masters" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 50
42 " HS-grad" " Divorced" " White" " Male" 44
42 " 10th" " Married-civ-spouse" " White" " Male" 45
46 " HS-grad" " Married-spouse-absent" " White" " Female" 40
52 " Masters" " Married-spouse-absent" " White" " Female" 44
27 " Assoc-voc" " Married-civ-spouse" " White" " Male" 20
43 " Some-college" " Divorced" " Black" " Female" 35
43 " Bachelors" " Never-married" " White" " Female" 40
27 " 11th" " Divorced" " White" " Male" 40
52 " Masters" " Married-civ-spouse" " White" " Male" 60
31 " Some-college" " Married-civ-spouse" " White" " Male" 50
38 " 7th-8th" " Divorced" " Black" " Female" 30
44 " 9th" " Never-married" " Black" " Female" 40
27 " Some-college" " Divorced" " White" " Female" 40
50 " Some-college" " Divorced" " White" " Male" 40
23 " Some-college" " Never-married" " White" " Female" 40
22 " Some-college" " Never-married" " Black" " Female" 30
36 " Some-college" " Never-married" " White" " Female" 40
24 " Bachelors" " Never-married" " White" " Female" 40
59 " Some-college" " Married-civ-spouse" " White" " Male" 40
39 " Assoc-voc" " Married-civ-spouse" " White" " Male" 50
23 " Bachelors" " Never-married" " White" " Male" 40
37 " Bachelors" " Never-married" " White" " Female" 42
25 " Assoc-acdm" " Never-married" " Black" " Female" 38
40 " HS-grad" " Married-civ-spouse" " White" " Female" 45
38 " Bachelors" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 60
31 " HS-grad" " Married-civ-spouse" " White" " Male" 35
28 " Doctorate" " Divorced" " White" " Female" 40
24 " HS-grad" " Never-married" " Black" " Male" 25
46 " Assoc-acdm" " Married-civ-spouse" " White" " Male" 50
29 " HS-grad" " Married-civ-spouse" " Asian-Pac-Islander" " Female" 40
38 " Prof-school" " Married-civ-spouse" " White" " Male" 50
53 " Some-college" " Separated" " Black" " Female" 40
33 " HS-grad" " Married-civ-spouse" " White" " Female" 40
39 " Bachelors" " Married-civ-spouse" " Black" " Male" 60
44 " HS-grad" " Married-civ-spouse" " White" " Male" 48
46 " Bachelors" " Divorced" " White" " Male" 45
30 " Bachelors" " Never-married" " White" " Male" 40
24 " Some-college" " Married-civ-spouse" " White" " Male" 40
29 " HS-grad" " Never-married" " White" " Female" 40
62 " Some-college" " Married-civ-spouse" " White" " Male" 70
25 " HS-grad" " Married-spouse-absent" " White" " Male" 45
45 " Some-college" " Never-married" " White" " Male" 40
21 " Some-college" " Never-married" " White" " Male" 40
64 " Some-college" " Married-civ-spouse" " White" " Male" 40
39 " Bachelors" " Divorced" " White" " Male" 40
60 " HS-grad" " Married-civ-spouse" " White" " Male" 40
35 " HS-grad" " Never-married" " White" " Male" 40
27 " Bachelors" " Never-married" " White" " Male" 40
41 " HS-grad" " Divorced" " White" " Male" 40
32 " Masters" " Married-civ-spouse" " White" " Male" 50
24 " HS-grad" " Married-civ-spouse" " White" " Male" 40
32 " Bachelors" " Married-civ-spouse" " White" " Male" 40
42 " Some-college" " Married-civ-spouse" " White" " Male" 45
58 " Masters" " Widowed" " White" " Female" 27
23 " Masters" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 50
31 " HS-grad" " Married-civ-spouse" " Amer-Indian-Eskimo" " Male" 40
28 " Bachelors" " Never-married" " Black" " Female" 45
41 " Some-college" " Widowed" " Black" " Female" 20
37 " Bachelors" " Married-civ-spouse" " White" " Female" 16
19 " HS-grad" " Never-married" " White" " Male" 38
27 " Bachelors" " Never-married" " White" " Female" 20
61 " 9th" " Married-civ-spouse" " White" " Male" 58
39 " Bachelors" " Married-civ-spouse" " White" " Male" 45
25 " Bachelors" " Never-married" " Black" " Male" 40
58 " Some-college" " Married-civ-spouse" " White" " Male" 40
27 " Some-college" " Married-civ-spouse" " Other" " Male" 50
51 " 5th-6th" " Married-civ-spouse" " Black" " Male" 52
43 " Masters" " Married-civ-spouse" " White" " Male" 40
46 " HS-grad" " Divorced" " White" " Female" 40
67 " 5th-6th" " Married-civ-spouse" " White" " Male" 40
50 " HS-grad" " Married-civ-spouse" " White" " Male" 40
20 " HS-grad" " Never-married" " White" " Male" 15
35 " Bachelors" " Widowed" " White" " Female" 32
57 " 1st-4th" " Married-civ-spouse" " White" " Male" 40
40 " Prof-school" " Married-civ-spouse" " Asian-Pac-Islander" " Female" 40
42 " 10th" " Never-married" " White" " Male" 35
67 " 10th" " Married-civ-spouse" " White" " Male" 40
47 " Bachelors" " Married-civ-spouse" " White" " Male" 44
30 " HS-grad" " Never-married" " White" " Male" 50
26 " 11th" " Never-married" " White" " Female" 15
51 " HS-grad" " Married-civ-spouse" " White" " Male" 40
38 " Some-college" " Widowed" " Black" " Female" 45
24 " HS-grad" " Married-civ-spouse" " White" " Male" 35
48 " HS-grad" " Married-civ-spouse" " White" " Female" 50
34 " Bachelors" " Married-civ-spouse" " White" " Female" 25
70 " Bachelors" " Married-civ-spouse" " White" " Male" 40
35 " HS-grad" " Married-civ-spouse" " White" " Male" 40
61 " Masters" " Married-civ-spouse" " White" " Male" 2
26 " Some-college" " Married-civ-spouse" " White" " Male" 45
64 " HS-grad" " Never-married" " White" " Male" 3
26 " HS-grad" " Never-married" " White" " Female" 35
39 " HS-grad" " Married-civ-spouse" " White" " Male" 30
55 " Some-college" " Never-married" " White" " Female" 36
23 " Some-college" " Never-married" " White" " Male" 45
33 " HS-grad" " Married-civ-spouse" " White" " Male" 40
31 " Bachelors" " Married-civ-spouse" " White" " Male" 55
28 " HS-grad" " Never-married" " White" " Male" 20
50 " Masters" " Married-civ-spouse" " White" " Male" 30
26 " Bachelors" " Married-civ-spouse" " White" " Female" 55
44 " Assoc-acdm" " Divorced" " Black" " Female" 40
51 " HS-grad" " Married-spouse-absent" " White" " Male" 40
34 " HS-grad" " Married-civ-spouse" " White" " Male" 50
37 " Bachelors" " Married-civ-spouse" " White" " Male" 39
29 " Prof-school" " Married-civ-spouse" " White" " Male" 50
24 " Bachelors" " Never-married" " Black" " Male" 40
27 " Assoc-voc" " Divorced" " White" " Female" 40
44 " Some-college" " Married-civ-spouse" " White" " Male" 45
24 " HS-grad" " Never-married" " White" " Male" 40
54 " HS-grad" " Married-civ-spouse" " White" " Male" 55
47 " Some-college" " Separated" " White" " Female" 50
30 " HS-grad" " Never-married" " White" " Male" 30
35 " Some-college" " Divorced" " White" " Female" 40
39 " Some-college" " Married-civ-spouse" " Black" " Male" 40
42 " Assoc-acdm" " Separated" " Black" " Female" 40
70 " Bachelors" " Married-civ-spouse" " White" " Male" 50
41 " Prof-school" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 40
36 " HS-grad" " Never-married" " White" " Female" 38
44 " Masters" " Married-civ-spouse" " White" " Male" 42
42 " HS-grad" " Separated" " White" " Male" 40
20 " Some-college" " Never-married" " White" " Female" 17
29 " 10th" " Never-married" " White" " Male" 40
27 " HS-grad" " Married-civ-spouse" " White" " Female" 40
30 " Masters" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 40
59 " Some-college" " Married-civ-spouse" " White" " Male" 60
31 " Bachelors" " Never-married" " White" " Female" 25
21 " HS-grad" " Never-married" " White" " Male" 40
26 " Some-college" " Never-married" " Asian-Pac-Islander" " Male" 37
57 " HS-grad" " Married-civ-spouse" " White" " Male" 45
59 " Some-college" " Married-civ-spouse" " White" " Male" 20
87 " HS-grad" " Widowed" " White" " Male" 2
25 " Some-college" " Never-married" " White" " Male" 55
39 " Masters" " Married-civ-spouse" " White" " Male" 45
53 " Masters" " Married-civ-spouse" " White" " Male" 40
32 " HS-grad" " Never-married" " White" " Female" 40
38 " 11th" " Married-civ-spouse" " White" " Male" 40
21 " Assoc-voc" " Never-married" " Black" " Female" 35
17 " 11th" " Never-married" " White" " Male" 30
44 " 11th" " Never-married" " Black" " Female" 40
23 " Some-college" " Never-married" " White" " Male" 20
57 " Some-college" " Married-civ-spouse" " White" " Female" 40
30 " 11th" " Married-civ-spouse" " White" " Male" 40
51 " HS-grad" " Married-civ-spouse" " White" " Male" 55
54 " HS-grad" " Married-civ-spouse" " White" " Male" 35
44 " Some-college" " Divorced" " White" " Female" 40
60 " Some-college" " Married-civ-spouse" " White" " Male" 16
28 " Bachelors" " Married-civ-spouse" " White" " Male" 42
39 " HS-grad" " Married-civ-spouse" " White" " Male" 50
55 " Masters" " Married-civ-spouse" " White" " Male" 40
36 " Masters" " Married-civ-spouse" " White" " Female" 50
55 " Masters" " Married-civ-spouse" " White" " Female" 45
33 " HS-grad" " Married-civ-spouse" " White" " Male" 55
30 " HS-grad" " Married-civ-spouse" " White" " Female" 40
40 " Bachelors" " Married-civ-spouse" " White" " Male" 20
30 " Masters" " Married-civ-spouse" " White" " Male" 50
40 " Some-college" " Divorced" " White" " Male" 30
24 " HS-grad" " Never-married" " White" " Female" 50
18 " 11th" " Never-married" " White" " Male" 20
18 " HS-grad" " Never-married" " White" " Female" 25
49 " HS-grad" " Married-civ-spouse" " White" " Male" 45
42 " HS-grad" " Married-civ-spouse" " White" " Male" 50
28 " HS-grad" " Married-civ-spouse" " White" " Male" 40
32 " Assoc-acdm" " Married-civ-spouse" " White" " Male" 40
48 " Some-college" " Separated" " White" " Female" 50
24 " 7th-8th" " Never-married" " White" " Female" 32
73 " HS-grad" " Married-civ-spouse" " White" " Female" 25
35 " Masters" " Married-civ-spouse" " Black" " Male" 40
23 " Some-college" " Married-civ-spouse" " White" " Male" 60
19 " Some-college" " Never-married" " White" " Female" 40
27 " HS-grad" " Married-civ-spouse" " White" " Male" 35
27 " 12th" " Never-married" " White" " Male" 40
41 " Prof-school" " Married-civ-spouse" " White" " Male" 50
31 " HS-grad" " Married-civ-spouse" " White" " Male" 20
64 " HS-grad" " Married-civ-spouse" " White" " Male" 40
45 " 12th" " Never-married" " White" " Male" 10
47 " HS-grad" " Married-civ-spouse" " White" " Female" 35
22 " HS-grad" " Never-married" " White" " Male" 35
24 " Bachelors" " Never-married" " Black" " Female" 40
69 " HS-grad" " Married-civ-spouse" " White" " Male" 20
40 " Assoc-voc" " Married-civ-spouse" " White" " Male" 40
45 " HS-grad" " Married-civ-spouse" " White" " Male" 40
47 " Assoc-acdm" " Never-married" " White" " Male" 45
31 " HS-grad" " Never-married" " White" " Female" 40
48 " Assoc-acdm" " Divorced" " White" " Female" 42
41 " Bachelors" " Married-civ-spouse" " Black" " Female" 35
34 " Bachelors" " Never-married" " White" " Male" 40
48 " Some-college" " Married-civ-spouse" " White" " Male" 40
28 " Assoc-voc" " Married-civ-spouse" " White" " Female" 36
20 " Assoc-acdm" " Never-married" " White" " Female" 40
39 " Bachelors" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 40
40 " Some-college" " Divorced" " Black" " Female" 40
28 " 10th" " Never-married" " White" " Male" 45
20 " Some-college" " Never-married" " White" " Female" 25
41 " Bachelors" " Divorced" " Black" " Male" 40
49 " Some-college" " Married-civ-spouse" " White" " Male" 50
24 " HS-grad" " Married-civ-spouse" " White" " Male" 40
35 " HS-grad" " Married-civ-spouse" " White" " Male" 40
22 " Some-college" " Never-married" " White" " Male" 40
23 " Bachelors" " Never-married" " White" " Female" 30
23 " HS-grad" " Divorced" " White" " Female" 40
42 " Assoc-voc" " Married-civ-spouse" " White" " Male" 80
34 " Some-college" " Married-civ-spouse" " White" " Male" 64
32 " Assoc-voc" " Never-married" " Black" " Male" 40
54 " HS-grad" " Married-civ-spouse" " White" " Male" 54
48 " Bachelors" " Separated" " Asian-Pac-Islander" " Female" 40
38 " Bachelors" " Married-civ-spouse" " White" " Male" 40
48 " Bachelors" " Divorced" " White" " Female" 40
22 " 5th-6th" " Married-civ-spouse" " White" " Male" 40
42 " Bachelors" " Married-civ-spouse" " White" " Male" 50
31 " Doctorate" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 40
27 " HS-grad" " Never-married" " White" " Female" 50
57 " Masters" " Separated" " White" " Male" 32
46 " Assoc-voc" " Divorced" " White" " Female" 42
44 " Assoc-voc" " Married-civ-spouse" " White" " Male" 40
42 " Some-college" " Married-civ-spouse" " White" " Male" 40
24 " Bachelors" " Never-married" " White" " Male" 40
38 " 1st-4th" " Married-spouse-absent" " White" " Male" 40
29 " Bachelors" " Married-civ-spouse" " White" " Male" 52
38 " HS-grad" " Married-civ-spouse" " White" " Male" 55
33 " Some-college" " Divorced" " White" " Female" 40
61 " HS-grad" " Married-civ-spouse" " White" " Female" 4
49 " Assoc-voc" " Married-civ-spouse" " White" " Male" 40
51 " Assoc-acdm" " Married-civ-spouse" " White" " Male" 40
42 " HS-grad" " Divorced" " Black" " Female" 35
21 " HS-grad" " Never-married" " White" " Male" 40
29 " HS-grad" " Divorced" " White" " Male" 40
54 " Some-college" " Married-civ-spouse" " White" " Male" 50
23 " Some-college" " Never-married" " White" " Female" 30
52 " 10th" " Married-civ-spouse" " White" " Male" 40
28 " Masters" " Married-civ-spouse" " White" " Female" 40
23 " Some-college" " Divorced" " White" " Male" 40
43 " HS-grad" " Married-civ-spouse" " White" " Male" 80
45 " Some-college" " Married-civ-spouse" " White" " Male" 50
51 " 7th-8th" " Married-civ-spouse" " White" " Male" 42
29 " HS-grad" " Married-spouse-absent" " Black" " Female" 42
23 " Some-college" " Never-married" " Asian-Pac-Islander" " Female" 40
73 " Bachelors" " Married-civ-spouse" " White" " Male" 30
47 " 11th" " Divorced" " White" " Female" 55
61 " HS-grad" " Married-civ-spouse" " White" " Male" 37
26 " Assoc-voc" " Never-married" " Black" " Female" 40
40 " HS-grad" " Married-civ-spouse" " White" " Male" 40
32 " Bachelors" " Married-civ-spouse" " White" " Male" 47
39 " 10th" " Divorced" " Black" " Female" 40
33 " Bachelors" " Never-married" " White" " Female" 40
35 " HS-grad" " Married-civ-spouse" " White" " Male" 35
42 " HS-grad" " Divorced" " White" " Male" 40
46 " Some-college" " Married-civ-spouse" " White" " Male" 44
33 " HS-grad" " Never-married" " White" " Male" 40
47 " 5th-6th" " Never-married" " White" " Male" 20
33 " Bachelors" " Married-civ-spouse" " White" " Male" 40
26 " HS-grad" " Divorced" " White" " Female" 40
42 " Some-college" " Divorced" " Black" " Female" 40
28 " Bachelors" " Married-civ-spouse" " White" " Male" 50
29 " 5th-6th" " Married-civ-spouse" " White" " Male" 40
18 " 12th" " Never-married" " White" " Female" 20
33 " Some-college" " Married-civ-spouse" " White" " Male" 45
36 " Bachelors" " Widowed" " White" " Female" 44
33 " HS-grad" " Married-civ-spouse" " White" " Male" 48
40 " HS-grad" " Married-spouse-absent" " White" " Female" 40
57 " Doctorate" " Married-civ-spouse" " White" " Male" 40
40 " HS-grad" " Divorced" " White" " Male" 45
36 " HS-grad" " Married-civ-spouse" " White" " Male" 50
45 " Bachelors" " Never-married" " Black" " Female" 40
52 " Bachelors" " Married-civ-spouse" " White" " Male" 50
24 " HS-grad" " Separated" " White" " Male" 40
30 " HS-grad" " Married-spouse-absent" " White" " Female" 40
28 " HS-grad" " Never-married" " Black" " Male" 40
46 " Doctorate" " Never-married" " White" " Female" 45
36 " HS-grad" " Separated" " Black" " Female" 40
48 " HS-grad" " Never-married" " White" " Female" 50
36 " Assoc-voc" " Divorced" " White" " Female" 40
48 " HS-grad" " Married-civ-spouse" " White" " Male" 40
21 " Some-college" " Never-married" " White" " Female" 9
18 " HS-grad" " Never-married" " White" " Female" 40
38 " Bachelors" " Divorced" " White" " Female" 50
66 " 11th" " Widowed" " Black" " Female" 40
36 " Bachelors" " Married-civ-spouse" " White" " Male" 55
38 " HS-grad" " Never-married" " White" " Female" 40
55 " Prof-school" " Widowed" " White" " Male" 55
27 " HS-grad" " Married-civ-spouse" " White" " Male" 45
22 " Assoc-acdm" " Never-married" " White" " Male" 40
29 " Some-college" " Never-married" " White" " Male" 40
40 " Some-college" " Never-married" " White" " Female" 40
21 " Some-college" " Never-married" " White" " Female" 20
49 " HS-grad" " Divorced" " White" " Female" 40
29 " Bachelors" " Married-civ-spouse" " White" " Female" 50
28 " Bachelors" " Never-married" " White" " Male" 50
26 " HS-grad" " Married-civ-spouse" " White" " Male" 40
33 " HS-grad" " Never-married" " White" " Female" 41
72 " Prof-school" " Married-civ-spouse" " White" " Male" 40
59 " Masters" " Married-civ-spouse" " White" " Male" 40
37 " Assoc-voc" " Married-civ-spouse" " White" " Male" 40
56 " 10th" " Divorced" " White" " Female" 40
27 " Some-college" " Never-married" " White" " Male" 40
39 " Masters" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 40
49 " Masters" " Never-married" " White" " Female" 80
30 " HS-grad" " Married-civ-spouse" " Asian-Pac-Islander" " Female" 40
28 " 9th" " Married-civ-spouse" " Black" " Female" 40
25 " Bachelors" " Never-married" " White" " Male" 40
18 " 10th" " Never-married" " White" " Male" 40
25 " Assoc-acdm" " Never-married" " White" " Male" 26
36 " Some-college" " Never-married" " White" " Male" 40
52 " HS-grad" " Married-civ-spouse" " White" " Male" 40
20 " 12th" " Never-married" " Other" " Male" 40
25 " HS-grad" " Divorced" " White" " Male" 40
26 " Bachelors" " Never-married" " White" " Male" 40
50 " Bachelors" " Married-civ-spouse" " White" " Female" 20
48 " Assoc-acdm" " Married-civ-spouse" " White" " Male" 40
39 " HS-grad" " Married-civ-spouse" " White" " Male" 40
30 " Bachelors" " Married-civ-spouse" " White" " Male" 40
26 " HS-grad" " Married-civ-spouse" " White" " Male" 60
36 " Some-college" " Married-civ-spouse" " White" " Male" 40
49 " Doctorate" " Married-civ-spouse" " White" " Male" 60
34 " Bachelors" " Married-civ-spouse" " White" " Male" 60
28 " HS-grad" " Never-married" " Other" " Male" 48
28 " HS-grad" " Never-married" " White" " Male" 40
42 " Some-college" " Married-civ-spouse" " White" " Male" 40
26 " HS-grad" " Married-civ-spouse" " White" " Male" 40
54 " HS-grad" " Married-civ-spouse" " Black" " Male" 40
66 " 9th" " Married-civ-spouse" " White" " Male" 40
61 " HS-grad" " Married-civ-spouse" " White" " Male" 53
45 " Prof-school" " Never-married" " White" " Male" 30
29 " Bachelors" " Never-married" " White" " Female" 35
74 " HS-grad" " Divorced" " White" " Female" 16
61 " HS-grad" " Widowed" " White" " Female" 40
27 " Some-college" " Never-married" " White" " Male" 22
53 " Bachelors" " Married-civ-spouse" " White" " Male" 40
57 " HS-grad" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 40
41 " Some-college" " Married-civ-spouse" " White" " Male" 40
45 " Bachelors" " Married-civ-spouse" " White" " Male" 50
43 " HS-grad" " Married-civ-spouse" " White" " Male" 40
26 " Bachelors" " Married-civ-spouse" " White" " Female" 40
29 " HS-grad" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 25
65 " 7th-8th" " Married-civ-spouse" " White" " Male" 20
41 " Bachelors" " Married-civ-spouse" " White" " Female" 40
31 " Bachelors" " Never-married" " White" " Male" 40
50 " HS-grad" " Divorced" " White" " Female" 40
52 " HS-grad" " Married-civ-spouse" " White" " Male" 60
18 " HS-grad" " Never-married" " White" " Male" 60
26 " 7th-8th" " Never-married" " Other" " Female" 30
57 " HS-grad" " Married-civ-spouse" " White" " Male" 40
63 " Some-college" " Married-civ-spouse" " White" " Male" 40
29 " HS-grad" " Never-married" " White" " Male" 40
32 " Bachelors" " Married-civ-spouse" " White" " Male" 40
34 " HS-grad" " Married-civ-spouse" " White" " Male" 40
43 " HS-grad" " Divorced" " White" " Female" 58
39 " Some-college" " Married-civ-spouse" " White" " Male" 40
28 " HS-grad" " Never-married" " White" " Male" 45
32 " Bachelors" " Never-married" " White" " Female" 40
28 " Prof-school" " Never-married" " White" " Male" 90
40 " Some-college" " Married-civ-spouse" " White" " Male" 50
25 " Bachelors" " Never-married" " White" " Male" 60
54 " Masters" " Married-civ-spouse" " White" " Male" 50
48 " Bachelors" " Married-civ-spouse" " White" " Male" 70
51 " Some-college" " Divorced" " White" " Female" 36
67 " 7th-8th" " Married-civ-spouse" " White" " Male" 35
17 " 10th" " Never-married" " White" " Female" 24
24 " Some-college" " Never-married" " White" " Male" 40
25 " HS-grad" " Married-civ-spouse" " White" " Male" 40
68 " HS-grad" " Married-civ-spouse" " White" " Female" 25
54 " Some-college" " Divorced" " White" " Female" 47
32 " HS-grad" " Divorced" " White" " Female" 40
61 " Some-college" " Divorced" " White" " Female" 40
41 " HS-grad" " Never-married" " White" " Male" 40
53 " HS-grad" " Divorced" " White" " Female" 40
45 " Assoc-voc" " Divorced" " White" " Female" 32
64 " 7th-8th" " Widowed" " White" " Female" 4
51 " HS-grad" " Married-civ-spouse" " White" " Male" 40
41 " Masters" " Married-civ-spouse" " White" " Male" 60
40 " Assoc-voc" " Married-civ-spouse" " White" " Female" 65
27 " HS-grad" " Never-married" " White" " Male" 40
41 " Bachelors" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 35
51 " Bachelors" " Married-civ-spouse" " White" " Male" 60
36 " Some-college" " Divorced" " White" " Female" 40
34 " HS-grad" " Never-married" " White" " Male" 55
43 " HS-grad" " Married-civ-spouse" " White" " Male" 40
61 " HS-grad" " Divorced" " Black" " Female" 20
31 " 10th" " Separated" " White" " Male" 40
34 " HS-grad" " Married-civ-spouse" " White" " Male" 65
43 " HS-grad" " Married-civ-spouse" " White" " Male" 99
52 " 12th" " Married-civ-spouse" " White" " Male" 40
18 " 11th" " Never-married" " White" " Female" 20
37 " Some-college" " Married-civ-spouse" " White" " Male" 40
60 " HS-grad" " Married-civ-spouse" " White" " Male" 40
47 " Some-college" " Widowed" " White" " Female" 25
21 " Some-college" " Never-married" " White" " Male" 30
34 " Bachelors" " Married-civ-spouse" " White" " Male" 55
28 " HS-grad" " Divorced" " White" " Female" 52
40 " Assoc-voc" " Married-civ-spouse" " White" " Male" 40
26 " Assoc-acdm" " Never-married" " White" " Male" 40
48 " Some-college" " Never-married" " Black" " Female" 40
46 " Some-college" " Married-civ-spouse" " White" " Male" 40
58 " Some-college" " Married-civ-spouse" " White" " Male" 48
32 " HS-grad" " Never-married" " White" " Male" 40
90 " HS-grad" " Married-civ-spouse" " White" " Male" 40
38 " Some-college" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 40
20 " Assoc-acdm" " Never-married" " White" " Male" 20
43 " Some-college" " Married-civ-spouse" " White" " Male" 99
17 " 11th" " Never-married" " White" " Female" 12
36 " 12th" " Never-married" " Asian-Pac-Islander" " Male" 45
36 " HS-grad" " Married-civ-spouse" " White" " Male" 40
30 " HS-grad" " Married-civ-spouse" " White" " Male" 70
45 " HS-grad" " Married-civ-spouse" " White" " Male" 40
51 " HS-grad" " Married-civ-spouse" " White" " Male" 50
29 " Some-college" " Married-civ-spouse" " White" " Male" 48
35 " Assoc-voc" " Never-married" " White" " Male" 65
19 " Some-college" " Never-married" " White" " Female" 20
56 " 9th" " Married-civ-spouse" " White" " Male" 40
64 " Some-college" " Widowed" " White" " Male" 4
62 " HS-grad" " Never-married" " White" " Male" 40
24 " HS-grad" " Married-civ-spouse" " White" " Female" 24
33 " Assoc-acdm" " Married-civ-spouse" " White" " Male" 40
43 " Bachelors" " Never-married" " Black" " Female" 35
22 " Some-college" " Never-married" " White" " Male" 45
44 " Some-college" " Never-married" " Black" " Male" 55
37 " HS-grad" " Separated" " White" " Male" 50
34 " Some-college" " Never-married" " White" " Male" 75
43 " Assoc-voc" " Separated" " White" " Female" 45
39 " HS-grad" " Divorced" " White" " Female" 40
30 " Some-college" " Married-civ-spouse" " White" " Male" 32
58 " 7th-8th" " Never-married" " White" " Female" 33
31 " Some-college" " Married-civ-spouse" " White" " Female" 10
45 " HS-grad" " Divorced" " White" " Female" 35
30 " Some-college" " Divorced" " Black" " Female" 40
42 " Some-college" " Married-civ-spouse" " White" " Female" 36
50 " Masters" " Married-civ-spouse" " White" " Male" 50
25 " Assoc-voc" " Never-married" " White" " Male" 30
34 " Bachelors" " Married-civ-spouse" " White" " Male" 40
50 " Some-college" " Married-civ-spouse" " White" " Male" 40
72 " 11th" " Married-civ-spouse" " White" " Male" 40
60 " Doctorate" " Married-civ-spouse" " White" " Male" 55
41 " Assoc-acdm" " Married-civ-spouse" " White" " Male" 60
71 " 7th-8th" " Married-civ-spouse" " White" " Male" 10
40 " Prof-school" " Divorced" " White" " Female" 35
22 " Bachelors" " Never-married" " White" " Female" 30
52 " Bachelors" " Never-married" " White" " Male" 38
30 " Some-college" " Never-married" " White" " Male" 55
36 " HS-grad" " Separated" " White" " Female" 30
40 " Some-college" " Married-civ-spouse" " White" " Male" 40
31 " Assoc-acdm" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 40
44 " Bachelors" " Married-civ-spouse" " White" " Male" 45
38 " Prof-school" " Married-civ-spouse" " Black" " Male" 40
46 " Prof-school" " Never-married" " White" " Male" 50
57 " Prof-school" " Divorced" " Black" " Male" 55
39 " 11th" " Married-civ-spouse" " White" " Male" 40
42 " Bachelors" " Divorced" " White" " Female" 55
43 " Assoc-voc" " Married-civ-spouse" " White" " Male" 40
22 " Some-college" " Never-married" " White" " Female" 17
44 " Bachelors" " Married-civ-spouse" " White" " Male" 50
22 " Some-college" " Never-married" " Asian-Pac-Islander" " Female" 15
37 " Some-college" " Married-civ-spouse" " White" " Female" 40
20 " Some-college" " Never-married" " White" " Female" 18
26 " Bachelors" " Never-married" " White" " Female" 80
35 " HS-grad" " Never-married" " White" " Male" 30
28 " HS-grad" " Never-married" " White" " Female" 40
